Rank,Track,Artist,Streams,Date,WeekDay,Month
80,Intentions (feat. Quavo),Justin Bieber,313049,2020-10-10,Sat,Oct
81,Sunday Best,Surfaces,312633,2020-10-10,Sat,Oct
82,The Chain - 2004 Remaster,Fleetwood Mac,311232,2020-10-10,Sat,Oct
83,SICKO MODE,Travis Scott,310932,2020-10-10,Sat,Oct
84,ROXANNE,Arizona Zervas,305374,2020-10-10,Sat,Oct
85,Bandit (with YoungBoy Never Broke Again),Juice WRLD,304577,2020-10-10,Sat,Oct
86,WHATS POPPIN,Jack Harlow,304274,2020-10-10,Sat,Oct
87,Levitating (feat. DaBaby),Dua Lipa,303509,2020-10-10,Sat,Oct
88,One Of Them Girls,Lee Brice,301983,2020-10-10,Sat,Oct
89,GO (feat. Juice WRLD),The Kid LAROI,301706,2020-10-10,Sat,Oct
90,Dior,Pop Smoke,301372,2020-10-10,Sat,Oct
91,Breaking Me,"Topic, A7S",298695,2020-10-10,Sat,Oct
92,Toosie Slide,Drake,298439,2020-10-10,Sat,Oct
93,Chasin' You,Morgan Wallen,298279,2020-10-10,Sat,Oct
94,"Baby, I'm Jealous (feat. Doja Cat)",Bebe Rexha,297310,2020-10-10,Sat,Oct
95,Are You Bored Yet? (feat. Clairo),Wallows,297241,2020-10-10,Sat,Oct
96,Ballin' (with Roddy Ricch),Mustard,294346,2020-10-10,Sat,Oct
97,SLOW DANCING IN THE DARK,Joji,294051,2020-10-10,Sat,Oct
98,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",289423,2020-10-10,Sat,Oct
99,Sweater Weather,The Neighbourhood,288946,2020-10-10,Sat,Oct
100,Lovesick Girls,BLACKPINK,288188,2020-10-10,Sat,Oct
101,Girls in the Hood,Megan Thee Stallion,285992,2020-10-10,Sat,Oct
102,Rain On Me (with Ariana Grande),Lady Gaga,284005,2020-10-10,Sat,Oct
103,Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,282061,2020-10-10,Sat,Oct
104,Jocelyn Flores,XXXTENTACION,281687,2020-10-10,Sat,Oct
105,Falling,Trevor Daniel,281675,2020-10-10,Sat,Oct
106,No Guidance (feat. Drake),Chris Brown,278865,2020-10-10,Sat,Oct
107,E-GIRLS ARE RUINING MY LIFE!,"CORPSE, Savage Ga$p",272826,2020-10-10,Sat,Oct
108,If the World Was Ending - feat. Julia Michaels,JP Saxe,272654,2020-10-10,Sat,Oct
109,BOP,DaBaby,270418,2020-10-10,Sat,Oct
110,High Fashion (feat. Mustard),Roddy Ricch,269472,2020-10-10,Sat,Oct
111,bloody valentine,Machine Gun Kelly,269376,2020-10-10,Sat,Oct
112,You Got It,Vedo,269290,2020-10-10,Sat,Oct
113,Beautiful Crazy,Luke Combs,269006,2020-10-10,Sat,Oct
114,Mad at Disney,salem ilese,268627,2020-10-10,Sat,Oct
115,Still Don't Know My Name,Labrinth,260161,2020-10-10,Sat,Oct
116,Take You Dancing,Jason Derulo,260018,2020-10-10,Sat,Oct
117,Tap In,Saweetie,258407,2020-10-10,Sat,Oct
118,Walk Em Down (feat. Roddy Ricch),NLE Choppa,257675,2020-10-10,Sat,Oct
119,Don't Start Now,Dua Lipa,256390,2020-10-10,Sat,Oct
120,Savage Remix (feat. Beyoncé),Megan Thee Stallion,255166,2020-10-10,Sat,Oct
121,Dance Monkey,Tones And I,254996,2020-10-10,Sat,Oct
122,Tongue Tied,Grouplove,254418,2020-10-10,Sat,Oct
123,20 Min,Lil Uzi Vert,254085,2020-10-10,Sat,Oct
124,Relación - Remix,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",252745,2020-10-10,Sat,Oct
125,Lets Link,WhoHeem,251920,2020-10-10,Sat,Oct
126,Don’t Stop (feat. Young Thug),Megan Thee Stallion,251528,2020-10-10,Sat,Oct
127,SAD!,XXXTENTACION,250829,2020-10-10,Sat,Oct
128,Flex (feat. Juice WRLD),Polo G,250447,2020-10-10,Sat,Oct
129,No Role Modelz,J. Cole,250231,2020-10-10,Sat,Oct
130,The Less I Know The Better,Tame Impala,250208,2020-10-10,Sat,Oct
131,Epidemic,Polo G,248807,2020-10-10,Sat,Oct
132,Landslide,Fleetwood Mac,248406,2020-10-10,Sat,Oct
133,Heartless (feat. Morgan Wallen),Diplo,247895,2020-10-10,Sat,Oct
134,Money Trees,"Kendrick Lamar, Jay Rock",247517,2020-10-10,Sat,Oct
135,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,246279,2020-10-10,Sat,Oct
136,NFL (feat. Gudda Gudda & HoodyBaby),Lil Wayne,245293,2020-10-10,Sat,Oct
137,MIDDLE CHILD,J. Cole,244351,2020-10-10,Sat,Oct
138,Godzilla (feat. Juice WRLD),Eminem,243054,2020-10-10,Sat,Oct
139,Star Shopping,Lil Peep,242265,2020-10-10,Sat,Oct
140,Drip Too Hard (Lil Baby & Gunna),Lil Baby,241527,2020-10-10,Sat,Oct
141,Narrow Road (feat. Lil Baby),NLE Choppa,241176,2020-10-10,Sat,Oct
142,Wow.,Post Malone,239701,2020-10-10,Sat,Oct
143,Stunnin' (feat. Harm Franklin),Curtis Waters,239700,2020-10-10,Sat,Oct
144,3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,238991,2020-10-10,Sat,Oct
145,Bang!,AJR,237515,2020-10-10,Sat,Oct
146,The Bigger Picture,Lil Baby,236842,2020-10-10,Sat,Oct
147,Falling,Harry Styles,236442,2020-10-10,Sat,Oct
148,Chicago Freestyle (feat. Giveon),Drake,236093,2020-10-10,Sat,Oct
149,Said Sum,Moneybagg Yo,235897,2020-10-10,Sat,Oct
150,Mr. Brightside,The Killers,235791,2020-10-10,Sat,Oct
151,PTSD,"G Herbo, Juice WRLD, Lil Uzi Vert, Chance the Rapper",233611,2020-10-10,Sat,Oct
152,rockstar (feat. 21 Savage),Post Malone,233497,2020-10-10,Sat,Oct
153,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",231839,2020-10-10,Sat,Oct
154,Stuck with U (with Justin Bieber),Ariana Grande,231753,2020-10-10,Sat,Oct
155,Daddy Issues,The Neighbourhood,229971,2020-10-10,Sat,Oct
156,lovely (with Khalid),Billie Eilish,229921,2020-10-10,Sat,Oct
157,I Hope,GabBarrett,229116,2020-10-10,Sat,Oct
158,XO Tour Llif3,Lil Uzi Vert,228508,2020-10-10,Sat,Oct
159,bad guy,Billie Eilish,227500,2020-10-10,Sat,Oct
160,Armed And Dangerous,Juice WRLD,227156,2020-10-10,Sat,Oct
161,my future,Billie Eilish,226941,2020-10-10,Sat,Oct
162,Tennessee Whiskey,Chris Stapleton,225787,2020-10-10,Sat,Oct
163,"10,000 Hours (with Justin Bieber)",Dan + Shay,225531,2020-10-10,Sat,Oct
164,Outta Time (feat. Drake),Bryson Tiller,225406,2020-10-10,Sat,Oct
165,BLIND (feat. Young Thug),DaBaby,224818,2020-10-10,Sat,Oct
166,Kacey Talk,YoungBoy Never Broke Again,224743,2020-10-10,Sat,Oct
167,Brand New Draco,"21 Savage, Metro Boomin",224578,2020-10-10,Sat,Oct
168,I Fall Apart,Post Malone,223984,2020-10-10,Sat,Oct
169,Pussy Talk,"City Girls, Doja Cat",223297,2020-10-10,Sat,Oct
170,My Dawg,"21 Savage, Metro Boomin",223297,2020-10-10,Sat,Oct
171,July,Noah Cyrus,221741,2020-10-10,Sat,Oct
172,Life's A Mess (feat. Halsey),Juice WRLD,221431,2020-10-10,Sat,Oct
173,Cover Me Up,Morgan Wallen,221431,2020-10-10,Sat,Oct
174,Truth Hurts,Lizzo,221081,2020-10-10,Sat,Oct
175,Yeah! (feat. Lil Jon & Ludacris),Usher,220969,2020-10-10,Sat,Oct
176,Hit Different,"SZA, The Neptunes, Pharrell Williams, Ty Dolla $ign",220414,2020-10-10,Sat,Oct
177,cardigan,Taylor Swift,218806,2020-10-10,Sat,Oct
178,Excitement,"Trippie Redd, PARTYNEXTDOOR",217606,2020-10-10,Sat,Oct
179,Your Man,Joji,215304,2020-10-10,Sat,Oct
180,everything i wanted,Billie Eilish,215075,2020-10-10,Sat,Oct
181,Don't Stop Believin',Journey,214718,2020-10-10,Sat,Oct
182,Pretty Heart,Parker McCollum,213937,2020-10-10,Sat,Oct
183,Rags2Riches (feat. ATR Son Son),Rod Wave,213790,2020-10-10,Sat,Oct
184,Gimme Love,Joji,213147,2020-10-10,Sat,Oct
185,Throat Baby (Go Baby),BRS Kash,212256,2020-10-10,Sat,Oct
186,Pop Out (feat. Lil Tjay),Polo G,212011,2020-10-10,Sat,Oct
187,Say So,Doja Cat,211921,2020-10-10,Sat,Oct
188,the 1,Taylor Swift,211531,2020-10-10,Sat,Oct
189,Be Kind (with Halsey),Marshmello,211074,2020-10-10,Sat,Oct
190,Murder On My Mind,YNW Melly,210895,2020-10-10,Sat,Oct
191,Fuck Love (feat. Trippie Redd),XXXTENTACION,210794,2020-10-10,Sat,Oct
192,How You Like That,BLACKPINK,210090,2020-10-10,Sat,Oct
193,exile (feat. Bon Iver),Taylor Swift,209829,2020-10-10,Sat,Oct
194,Better Together,Luke Combs,209405,2020-10-10,Sat,Oct
195,Maniac,Conan Gray,208802,2020-10-10,Sat,Oct
196,ily (i love you baby) (feat. Emilee),Surf Mesa,207925,2020-10-10,Sat,Oct
197,Say You Won't Let Go,James Arthur,205665,2020-10-10,Sat,Oct
198,Going Bad (feat. Drake),Meek Mill,205598,2020-10-10,Sat,Oct
199,Moonlight,XXXTENTACION,205468,2020-10-10,Sat,Oct
200,Lean Wit Me,Juice WRLD,203838,2020-10-10,Sat,Oct
1,WAP (feat. Megan Thee Stallion),Cardi B,1199692,2020-10-11,Sun,Oct
2,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,1151761,2020-10-11,Sun,Oct
3,Mood (feat. iann dior),24kGoldn,1114117,2020-10-11,Sun,Oct
4,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,1010707,2020-10-11,Sun,Oct
5,Laugh Now Cry Later (feat. Lil Durk),Drake,971963,2020-10-11,Sun,Oct
6,Dreams - 2004 Remaster,Fleetwood Mac,873731,2020-10-11,Sun,Oct
7,What You Know Bout Love,Pop Smoke,820194,2020-10-11,Sun,Oct
8,Mr. Right Now (feat. Drake),"21 Savage, Metro Boomin",710758,2020-10-11,Sun,Oct
9,ROCKSTAR (feat. Roddy Ricch),DaBaby,667817,2020-10-11,Sun,Oct
10,Wishing Well,Juice WRLD,646040,2020-10-11,Sun,Oct
11,Holy (feat. Chance The Rapper),Justin Bieber,630785,2020-10-11,Sun,Oct
12,Come & Go (with Marshmello),Juice WRLD,627900,2020-10-11,Sun,Oct
13,Blinding Lights,The Weeknd,610024,2020-10-11,Sun,Oct
14,Runnin,"21 Savage, Metro Boomin",594657,2020-10-11,Sun,Oct
15,Dynamite,BTS,574837,2020-10-11,Sun,Oct
16,Heather,Conan Gray,569476,2020-10-11,Sun,Oct
17,POPSTAR (feat. Drake),DJ Khaled,566646,2020-10-11,Sun,Oct
18,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,551103,2020-10-11,Sun,Oct
19,Watermelon Sugar,Harry Styles,530040,2020-10-11,Sun,Oct
20,Wonder,Shawn Mendes,526796,2020-10-11,Sun,Oct
21,Blueberry Faygo,Lil Mosey,523705,2020-10-11,Sun,Oct
22,Put Your Records On,Ritt Momney,506042,2020-10-11,Sun,Oct
23,my ex's best friend (with blackbear),Machine Gun Kelly,492660,2020-10-11,Sun,Oct
24,Mood Swings (feat. Lil Tjay),Pop Smoke,487464,2020-10-11,Sun,Oct
25,you broke me first,Tate McRae,478998,2020-10-11,Sun,Oct
26,Martin & Gina,Polo G,440905,2020-10-11,Sun,Oct
27,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,439805,2020-10-11,Sun,Oct
28,Sofia,Clairo,439196,2020-10-11,Sun,Oct
29,24 (feat. Lil Baby),Money Man,426633,2020-10-11,Sun,Oct
30,All Girls Are The Same,Juice WRLD,423470,2020-10-11,Sun,Oct
31,Lucid Dreams,Juice WRLD,423387,2020-10-11,Sun,Oct
32,Robbery,Juice WRLD,411396,2020-10-11,Sun,Oct
33,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",404872,2020-10-11,Sun,Oct
34,Smile (with The Weeknd),Juice WRLD,402402,2020-10-11,Sun,Oct
35,The Box,Roddy Ricch,400614,2020-10-11,Sun,Oct
36,Go Crazy,"Chris Brown, Young Thug",396599,2020-10-11,Sun,Oct
37,Circles,Post Malone,387583,2020-10-11,Sun,Oct
38,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,382713,2020-10-11,Sun,Oct
39,Roses - Imanbek Remix,SAINt JHN,380846,2020-10-11,Sun,Oct
40,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",380010,2020-10-11,Sun,Oct
41,Glock In My Lap,"21 Savage, Metro Boomin",375851,2020-10-11,Sun,Oct
42,Wolves (feat. Post Malone),Big Sean,373641,2020-10-11,Sun,Oct
43,Be Like That - feat. Swae Lee & Khalid,Kane Brown,372889,2020-10-11,Sun,Oct
44,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,364077,2020-10-11,Sun,Oct
45,death bed (coffee for your head),"Powfu, beabadoobee",360811,2020-10-11,Sun,Oct
46,Sleepy Hollow,Trippie Redd,360482,2020-10-11,Sun,Oct
47,After Party,Don Toliver,340527,2020-10-11,Sun,Oct
48,Party Girl,StaySolidRocky,339597,2020-10-11,Sun,Oct
49,Hawái,Maluma,336979,2020-10-11,Sun,Oct
50,7 Summers,Morgan Wallen,336600,2020-10-11,Sun,Oct
51,Daisy,Ashnikko,329956,2020-10-11,Sun,Oct
52,Someone You Loved,Lewis Capaldi,329693,2020-10-11,Sun,Oct
53,Got It On Me,Pop Smoke,329514,2020-10-11,Sun,Oct
54,Rags2Riches 2 (feat. Lil Baby),Rod Wave,327304,2020-10-11,Sun,Oct
55,Before You Go,Lewis Capaldi,326880,2020-10-11,Sun,Oct
56,goosebumps,Travis Scott,323667,2020-10-11,Sun,Oct
57,Whiskey Glasses,Morgan Wallen,322958,2020-10-11,Sun,Oct
58,We Paid (feat. 42 Dugg),Lil Baby,322581,2020-10-11,Sun,Oct
59,GREECE (feat. Drake),DJ Khaled,320756,2020-10-11,Sun,Oct
60,Electric Love,BØRNS,320062,2020-10-11,Sun,Oct
61,Hate The Other Side (with Marshmello & The Kid Laroi),"Juice WRLD, Polo G",319618,2020-10-11,Sun,Oct
62,Rich Nigga Shit (feat. Young Thug),"21 Savage, Metro Boomin",315596,2020-10-11,Sun,Oct
63,Midnight Sky,Miley Cyrus,313268,2020-10-11,Sun,Oct
64,Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,306458,2020-10-11,Sun,Oct
65,Conversations,Juice WRLD,306185,2020-10-11,Sun,Oct
66,Righteous,Juice WRLD,305802,2020-10-11,Sun,Oct
67,forget me too (feat. Halsey),Machine Gun Kelly,305346,2020-10-11,Sun,Oct
68,21,Polo G,301253,2020-10-11,Sun,Oct
69,Life Is Good (feat. Drake),Future,297592,2020-10-11,Sun,Oct
70,Are You Bored Yet? (feat. Clairo),Wallows,295898,2020-10-11,Sun,Oct
71,HIGHEST IN THE ROOM,Travis Scott,292860,2020-10-11,Sun,Oct
72,Adore You,Harry Styles,292289,2020-10-11,Sun,Oct
73,Ice Cream (with Selena Gomez),BLACKPINK,290969,2020-10-11,Sun,Oct
74,SLOW DANCING IN THE DARK,Joji,290467,2020-10-11,Sun,Oct
75,hot girl bummer,blackbear,284989,2020-10-11,Sun,Oct
76,Bandit (with YoungBoy Never Broke Again),Juice WRLD,284862,2020-10-11,Sun,Oct
77,More Than My Hometown,Morgan Wallen,284530,2020-10-11,Sun,Oct
78,GO (feat. Juice WRLD),The Kid LAROI,283829,2020-10-11,Sun,Oct
79,Sunday Best,Surfaces,282850,2020-10-11,Sun,Oct
80,SICKO MODE,Travis Scott,280130,2020-10-11,Sun,Oct
81,Head & Heart (feat. MNEK),Joel Corry,278977,2020-10-11,Sun,Oct
82,UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny",278951,2020-10-11,Sun,Oct
83,ROXANNE,Arizona Zervas,278943,2020-10-11,Sun,Oct
84,Many Men,"21 Savage, Metro Boomin",277339,2020-10-11,Sun,Oct
85,Sweater Weather,The Neighbourhood,275780,2020-10-11,Sun,Oct
86,Jocelyn Flores,XXXTENTACION,274319,2020-10-11,Sun,Oct
87,Intentions (feat. Quavo),Justin Bieber,272857,2020-10-11,Sun,Oct
88,Bet You Wanna (feat. Cardi B),BLACKPINK,271725,2020-10-11,Sun,Oct
89,Dior,Pop Smoke,270918,2020-10-11,Sun,Oct
90,One Of Them Girls,Lee Brice,267609,2020-10-11,Sun,Oct
91,Toosie Slide,Drake,267589,2020-10-11,Sun,Oct
92,WHATS POPPIN,Jack Harlow,267429,2020-10-11,Sun,Oct
93,Chasin' You,Morgan Wallen,266671,2020-10-11,Sun,Oct
94,Ballin' (with Roddy Ricch),Mustard,264156,2020-10-11,Sun,Oct
95,Falling,Trevor Daniel,264136,2020-10-11,Sun,Oct
96,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",263322,2020-10-11,Sun,Oct
97,The Chain - 2004 Remaster,Fleetwood Mac,260152,2020-10-11,Sun,Oct
98,Breaking Me,"Topic, A7S",259355,2020-10-11,Sun,Oct
99,Levitating (feat. DaBaby),Dua Lipa,258263,2020-10-11,Sun,Oct
100,If the World Was Ending - feat. Julia Michaels,JP Saxe,255936,2020-10-11,Sun,Oct
101,Slidin,"21 Savage, Metro Boomin",255371,2020-10-11,Sun,Oct
102,E-GIRLS ARE RUINING MY LIFE!,"CORPSE, Savage Ga$p",252830,2020-10-11,Sun,Oct
103,Lovesick Girls,BLACKPINK,249898,2020-10-11,Sun,Oct
104,No Guidance (feat. Drake),Chris Brown,248324,2020-10-11,Sun,Oct
105,Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,247704,2020-10-11,Sun,Oct
106,Rain On Me (with Ariana Grande),Lady Gaga,245909,2020-10-11,Sun,Oct
107,BOP,DaBaby,245196,2020-10-11,Sun,Oct
108,High Fashion (feat. Mustard),Roddy Ricch,244957,2020-10-11,Sun,Oct
109,Girls in the Hood,Megan Thee Stallion,244928,2020-10-11,Sun,Oct
110,Beautiful Crazy,Luke Combs,243874,2020-10-11,Sun,Oct
111,Mad at Disney,salem ilese,243645,2020-10-11,Sun,Oct
112,You Got It,Vedo,239567,2020-10-11,Sun,Oct
113,Still Don't Know My Name,Labrinth,239324,2020-10-11,Sun,Oct
114,SAD!,XXXTENTACION,238838,2020-10-11,Sun,Oct
115,"Baby, I'm Jealous (feat. Doja Cat)",Bebe Rexha,238526,2020-10-11,Sun,Oct
116,Star Shopping,Lil Peep,238342,2020-10-11,Sun,Oct
117,Walk Em Down (feat. Roddy Ricch),NLE Choppa,235910,2020-10-11,Sun,Oct
118,Tongue Tied,Grouplove,234584,2020-10-11,Sun,Oct
119,20 Min,Lil Uzi Vert,233624,2020-10-11,Sun,Oct
120,Flex (feat. Juice WRLD),Polo G,232041,2020-10-11,Sun,Oct
121,The Less I Know The Better,Tame Impala,231208,2020-10-11,Sun,Oct
122,Falling,Harry Styles,231087,2020-10-11,Sun,Oct
123,Lets Link,WhoHeem,228220,2020-10-11,Sun,Oct
124,No Role Modelz,J. Cole,226841,2020-10-11,Sun,Oct
125,Daddy Issues,The Neighbourhood,226617,2020-10-11,Sun,Oct
126,bloody valentine,Machine Gun Kelly,226251,2020-10-11,Sun,Oct
127,Don't Start Now,Dua Lipa,223833,2020-10-11,Sun,Oct
128,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,223805,2020-10-11,Sun,Oct
129,Tap In,Saweetie,223136,2020-10-11,Sun,Oct
130,Dance Monkey,Tones And I,222898,2020-10-11,Sun,Oct
131,Take You Dancing,Jason Derulo,222448,2020-10-11,Sun,Oct
132,Money Trees,"Kendrick Lamar, Jay Rock",222308,2020-10-11,Sun,Oct
133,Epidemic,Polo G,222218,2020-10-11,Sun,Oct
134,lovely (with Khalid),Billie Eilish,221229,2020-10-11,Sun,Oct
135,Heartless (feat. Morgan Wallen),Diplo,220560,2020-10-11,Sun,Oct
136,Savage Remix (feat. Beyoncé),Megan Thee Stallion,217787,2020-10-11,Sun,Oct
137,Drip Too Hard (Lil Baby & Gunna),Lil Baby,216884,2020-10-11,Sun,Oct
138,Godzilla (feat. Juice WRLD),Eminem,216710,2020-10-11,Sun,Oct
139,PTSD,"G Herbo, Juice WRLD, Lil Uzi Vert, Chance the Rapper",216459,2020-10-11,Sun,Oct
140,3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,216402,2020-10-11,Sun,Oct
141,MIDDLE CHILD,J. Cole,216015,2020-10-11,Sun,Oct
142,Bang!,AJR,215907,2020-10-11,Sun,Oct
143,Landslide,Fleetwood Mac,215548,2020-10-11,Sun,Oct
144,July,Noah Cyrus,215507,2020-10-11,Sun,Oct
145,Chicago Freestyle (feat. Giveon),Drake,213528,2020-10-11,Sun,Oct
146,my future,Billie Eilish,213443,2020-10-11,Sun,Oct
147,Hit Different,"SZA, The Neptunes, Pharrell Williams, Ty Dolla $ign",212664,2020-10-11,Sun,Oct
148,XO Tour Llif3,Lil Uzi Vert,212132,2020-10-11,Sun,Oct
149,Armed And Dangerous,Juice WRLD,211946,2020-10-11,Sun,Oct
150,I Fall Apart,Post Malone,211870,2020-10-11,Sun,Oct
151,Don’t Stop (feat. Young Thug),Megan Thee Stallion,211422,2020-10-11,Sun,Oct
152,Wow.,Post Malone,211382,2020-10-11,Sun,Oct
153,Stunnin' (feat. Harm Franklin),Curtis Waters,211042,2020-10-11,Sun,Oct
154,rockstar (feat. 21 Savage),Post Malone,211028,2020-10-11,Sun,Oct
155,Narrow Road (feat. Lil Baby),NLE Choppa,210809,2020-10-11,Sun,Oct
156,Stuck with U (with Justin Bieber),Ariana Grande,209213,2020-10-11,Sun,Oct
157,Relación - Remix,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",209193,2020-10-11,Sun,Oct
158,bad guy,Billie Eilish,207938,2020-10-11,Sun,Oct
159,Mr. Brightside,The Killers,207903,2020-10-11,Sun,Oct
160,I Hope,GabBarrett,206770,2020-10-11,Sun,Oct
161,Kacey Talk,YoungBoy Never Broke Again,206663,2020-10-11,Sun,Oct
162,The Bigger Picture,Lil Baby,205854,2020-10-11,Sun,Oct
163,Cover Me Up,Morgan Wallen,205770,2020-10-11,Sun,Oct
164,cardigan,Taylor Swift,205506,2020-10-11,Sun,Oct
165,Life's A Mess (feat. Halsey),Juice WRLD,205417,2020-10-11,Sun,Oct
166,Said Sum,Moneybagg Yo,205211,2020-10-11,Sun,Oct
167,Fuck Love (feat. Trippie Redd),XXXTENTACION,204778,2020-10-11,Sun,Oct
168,Tennessee Whiskey,Chris Stapleton,204020,2020-10-11,Sun,Oct
169,Gimme Love,Joji,202524,2020-10-11,Sun,Oct
170,everything i wanted,Billie Eilish,201956,2020-10-11,Sun,Oct
171,Excitement,"Trippie Redd, PARTYNEXTDOOR",201885,2020-10-11,Sun,Oct
172,"10,000 Hours (with Justin Bieber)",Dan + Shay,199417,2020-10-11,Sun,Oct
173,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",199395,2020-10-11,Sun,Oct
174,Pussy Talk,"City Girls, Doja Cat",198147,2020-10-11,Sun,Oct
175,exile (feat. Bon Iver),Taylor Swift,197219,2020-10-11,Sun,Oct
176,the 1,Taylor Swift,196628,2020-10-11,Sun,Oct
177,Say You Won't Let Go,James Arthur,195808,2020-10-11,Sun,Oct
178,Sunset,Prxxy,195558,2020-10-11,Sun,Oct
179,Murder On My Mind,YNW Melly,195501,2020-10-11,Sun,Oct
180,Pop Out (feat. Lil Tjay),Polo G,195181,2020-10-11,Sun,Oct
181,Moonlight,XXXTENTACION,195086,2020-10-11,Sun,Oct
182,BLIND (feat. Young Thug),DaBaby,194622,2020-10-11,Sun,Oct
183,Lean Wit Me,Juice WRLD,194532,2020-10-11,Sun,Oct
184,Your Man,Joji,194355,2020-10-11,Sun,Oct
185,Maniac,Conan Gray,194141,2020-10-11,Sun,Oct
186,Truth Hurts,Lizzo,193495,2020-10-11,Sun,Oct
187,Outta Time (feat. Drake),Bryson Tiller,193309,2020-10-11,Sun,Oct
188,Rags2Riches (feat. ATR Son Son),Rod Wave,193104,2020-10-11,Sun,Oct
189,Blood Moon,Prxxy,193097,2020-10-11,Sun,Oct
190,Throat Baby (Go Baby),BRS Kash,191936,2020-10-11,Sun,Oct
191,Everybody Dies In Their Nightmares,XXXTENTACION,191414,2020-10-11,Sun,Oct
192,we fell in love in october,girl in red,190098,2020-10-11,Sun,Oct
193,F.N,Lil Tjay,189367,2020-10-11,Sun,Oct
194,Pretty Heart,Parker McCollum,189350,2020-10-11,Sun,Oct
195,How You Like That,BLACKPINK,189330,2020-10-11,Sun,Oct
196,when the party's over,Billie Eilish,189259,2020-10-11,Sun,Oct
197,Say So,Doja Cat,189011,2020-10-11,Sun,Oct
198,Blood On My Jeans,Juice WRLD,188688,2020-10-11,Sun,Oct
199,Better Together,Luke Combs,188640,2020-10-11,Sun,Oct
200,Man Of The Year,Juice WRLD,186599,2020-10-11,Sun,Oct
1,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,1146268,2020-10-12,Mon,Oct
2,Mood (feat. iann dior),24kGoldn,1098906,2020-10-12,Mon,Oct
3,WAP (feat. Megan Thee Stallion),Cardi B,1071924,2020-10-12,Mon,Oct
4,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,1024152,2020-10-12,Mon,Oct
5,Laugh Now Cry Later (feat. Lil Durk),Drake,954145,2020-10-12,Mon,Oct
6,What You Know Bout Love,Pop Smoke,845241,2020-10-12,Mon,Oct
7,Dreams - 2004 Remaster,Fleetwood Mac,841860,2020-10-12,Mon,Oct
8,Mr. Right Now (feat. Drake),"21 Savage, Metro Boomin",726607,2020-10-12,Mon,Oct
9,Holy (feat. Chance The Rapper),Justin Bieber,657160,2020-10-12,Mon,Oct
10,Wishing Well,Juice WRLD,647839,2020-10-12,Mon,Oct
11,ROCKSTAR (feat. Roddy Ricch),DaBaby,644945,2020-10-12,Mon,Oct
12,Come & Go (with Marshmello),Juice WRLD,638972,2020-10-12,Mon,Oct
13,Runnin,"21 Savage, Metro Boomin",627663,2020-10-12,Mon,Oct
14,Heather,Conan Gray,618994,2020-10-12,Mon,Oct
15,Blinding Lights,The Weeknd,614825,2020-10-12,Mon,Oct
16,Dynamite,BTS,595702,2020-10-12,Mon,Oct
17,Wonder,Shawn Mendes,574955,2020-10-12,Mon,Oct
18,POPSTAR (feat. Drake),DJ Khaled,554240,2020-10-12,Mon,Oct
19,Put Your Records On,Ritt Momney,542741,2020-10-12,Mon,Oct
20,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,541098,2020-10-12,Mon,Oct
21,my ex's best friend (with blackbear),Machine Gun Kelly,532819,2020-10-12,Mon,Oct
22,Watermelon Sugar,Harry Styles,529011,2020-10-12,Mon,Oct
23,you broke me first,Tate McRae,521092,2020-10-12,Mon,Oct
24,Blueberry Faygo,Lil Mosey,504052,2020-10-12,Mon,Oct
25,Sofia,Clairo,475910,2020-10-12,Mon,Oct
26,Mood Swings (feat. Lil Tjay),Pop Smoke,473506,2020-10-12,Mon,Oct
27,Martin & Gina,Polo G,465588,2020-10-12,Mon,Oct
28,24 (feat. Lil Baby),Money Man,452420,2020-10-12,Mon,Oct
29,All Girls Are The Same,Juice WRLD,429260,2020-10-12,Mon,Oct
